Path,Transcript,goldStandard
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799360_sentence_segment_close.wav",They st.st|ɑɾt stowed stoʊd on a big log in the yard and give speech pi. speeches each tacking tacking t|ɜɹ|nz tɜɹ|n|z turns,"They stood on a big log in the yard and gave speeches, each taking turns."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799361_sentence_segment_close.wav",Gus and Gil had a  fun  where each m.m meting got to play president for a day,Gus and Gil had a fun club where each member got to play president for a day.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799362_sentence_segment_close.wav",Today it was gɪl|s Gil's tɜ|ɹn,"Today, it was Gil's turn."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799363_sentence_segment_close.wav",His job was to play a fun run and make stories everyone enjoyed the day,His job was to plan a fun run and make sure everyone enjoyed the day.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799364_sentence_segment_close.wav",With a jump and a ɡɹ|ɪn ɡɹ|ɪn grin Gil did it did hɪ best as president and the kib had a bast,"With a jump and a grin, Gil did his best as president, and the club had a blast."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799365_sentence_segment_close.wav",The bell rang the kids ran to the yard,"The bell rang, and kids ran to the yard."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799366_sentence_segment_close.wav",Jake and Mia played with a ball trying to toss it far,"Jake and Mia played with a ball, trying to toss it far."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799367_sentence_segment_close.wav",Look at it soar Mia said,"""Look at it soar!"" Mia said."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799368_sentence_segment_close.wav",Sam dʒ.dʒɔɪnd in æ|n:d they all ran fast feeling the wind,"Sam joined in and they all ran fast, feeling the wind."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799369_sentence_segment_close.wav",and they sat into sat they sat t.tu rest under the  tree,"Then, they sat to rest under a big tree."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799370_sentence_segment_close.wav",Let's do this more often Sam said with a smile,"""Let's do this more often,"" Sam said with a smile."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799371_sentence_segment_close.wav",the bell rang again s.sɪgnəliŋ the end,"The bell rang again, signaling the end."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799372_sentence_segment_close.wav",Time to go: Jake sighed signed but they were happy their hearts full of joy,"""Time to go,"" Jake sighed, but they were happy, their hearts full of joy."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799373_sentence_segment_close.wav",The day was bright like their smiles,"The day was bright, like their smiles."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_BYCoT5b02IreYi4dCGrh_1743544924_195799374_sentence_segment_close.wav",as they walked back they promised to make every recess as fun as tudaɪ̰,"As they walked back, they promised to make every recess as fun as today."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799375_sentence_segment_close.wav","""oh"" Matt Tim and Ann found a snack","Matt, Tim, and Ann found a sack."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799376_sentence_segment_close.wav",What is the snack æs Matt,"""What is in the sack?"" asks Matt."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799377_sentence_segment_close.wav",Tim wanted tə check,Tim wanted to check.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799378_sentence_segment_close.wav",He pulled out a map,He pulled out a map.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799379_sentence_segment_close.wav",Look at map Tim said,"""Look, a map!"" Tim said."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799380_sentence_segment_close.wav",and Tim wanted to check,Tim wanted to check.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799381_sentence_segment_close.wav",He pulled out a map,He pulled out a map.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799382_sentence_segment_close.wav",Look at the map Tim said,"""Look, a map!"" Tim said."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799383_sentence_segment_close.wav",Ann jumped and clapped her hands,Ann jumped and clapped her hands.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799384_sentence_segment_close.wav",Next Matt pulled out a cap,"Next, Matt pulled out a cap."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799385_sentence_segment_close.wav",A yellow cap he laughed,"""A yellow cap!"" he laughed."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799386_sentence_segment_close.wav",Ann a.ah duh Ann dug in and got a fan,Ann dug in and got a fan.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799387_sentence_segment_close.wav",It's red she grinned,"""It is red,"" she grinned."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799388_sentence_segment_close.wav",They sat a circle and looked at the map,They sat in a circle and looked at the map.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799389_sentence_segment_close.wav",The map will help us said Tim,"""The map will help us,"" said Tim."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799390_sentence_segment_close.wav",Where will we go first Ann asked,"""Where will we go first?"" Ann asked."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799391_sentence_segment_close.wav",Matt pointed pointed to the spot,Matt pointed to a spot.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799392_sentence_segment_close.wav",Here's the big red oak he said,"""Here, next to the big red oak,"" he said."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799393_sentence_segment_close.wav",The the pa the æni set off an and set off,"Then, they packed the sack and set off."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799394_sentence_segment_close.wav",The sun was hot,The sun was hot.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799395_sentence_segment_close.wav",and cap kept Matt cool,The cap kept Matt cool.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799396_sentence_segment_close.wav",wæn kept Ann chilled,The fan kept Ann chilled.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799397_sentence_segment_close.wav",To help the map t|ai  Tim held the map tight,Tim held the map tight.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799398_sentence_segment_close.wav",They stopped a pond a pond,They stopped at a pond.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799399_sentence_segment_close.wav",a pond was cool,The pond was cool.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799400_sentence_segment_close.wav",They jiggle jiggled as they fall frogs hoped,They giggled as the frogs hopped.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799401_sentence_segment_close.wav",back the end of the Dale were glad,"By the end of the day, they were glad."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799402_sentence_segment_close.wav",What wʌ fun fun day s.sɛd Ann,"""What a fun day,"" said Ann."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192_195799403_sentence_segment_close.wav",They walked back with s.smaɪlz ready to go tell tales of ðə.ðɛəɹ grand adventure,"They walked back with smiles, ready to tell tales of their grand adventure."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799404_sentence_segment_close.wav",Lilly who loved gymnastics,Lilly loved gymnastics.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799405_sentence_segment_close.wav",She practiced flips and tricks every day,She practiced flips and tricks every day.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799406_sentence_segment_close.wav",One sunny æftəɹnun.n.n she went to the tʃɪm with her bɛs friend ,"One sunny afternoon, she went to the gym with her best friend, Rick."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799407_sentence_segment_close.wav",They stretched on the thick mats ready for fun,"They stretched on the thick mats, ready for fun."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799408_sentence_segment_close.wav",Lilly tried a backflip and landed with a big fun thud,Lilly tried a backflip and landed with a big thud.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799409_sentence_segment_close.wav",Oops she giggled brush off the dust,"""Oops!"" she giggled, brushing off the dust."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799410_sentence_segment_close.wav",Rick clapped cheered her on,"Rick clapped, cheering her on."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799411_sentence_segment_close.wav",nɛks ɹ.ɹɪk swung on the rings spinning like a spinning like a top,"Next, Rick swung on the rings, spinning like a top."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799412_sentence_segment_close.wav",He felt dizzy but happy,He felt dizzy but happy.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799413_sentence_segment_close.wav",After practice they sat with their coach Miss Kim,"After practice, they sat with their coach, Miss Kim."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799414_sentence_segment_close.wav",She smiled and said Great job kids,"She smiled and said, ""Great job, kids!"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799415_sentence_segment_close.wav",Lilly and ɹ.ɹɪk ɡɹ:ɪnd knowing they had done their bɛs,"Lilly and Rick grinned, knowing they had done their best."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_l10DBTU0vaSPzKuDElOBDPPpe2H3_sid_0P0AdunCY6C2VJLuhOSH_1742248690_195799416_sentence_segment_close.wav",Gymnastics was thrilling,Gymnastics was thrilling!
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_tauN5MkJSXHrjKIHsYkM_1743377469_195799417_sentence_segment_close.wav",pæ:m the poʊlə bear had ə.e:ɪ tæ:n b|l|a|ck bla:t bla:t blanky:,Pam the polar bear had a tan blanket.
